student_id_num,question_id_num,correct_answer
6,22,1
6,23,1
6,24,1
6,25,1
6,26,1
6,27,1
6,28,0
6,29,0
6,30,1
6,31,1
6,32,1
6,33,1
6,34,1
6,35,1
6,36,1
6,37,1
6,38,0
6,39,0
6,40,1
6,41,1
6,42,1
6,43,1
6,44,0
6,45,1
6,46,1
6,47,1
6,48,1
6,49,0
6,50,1
6,51,1
6,52,1
6,53,1
6,54,1
6,55,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,7,1
7,8,1
7,9,1
7,10,1
7,11,1
7,12,0
7,13,1
7,14,1
7,15,0
7,16,0
7,17,1
7,18,0
7,19,1
7,20,1
7,21,1
7,22,1
7,23,1
7,24,1
7,25,1
7,26,1
7,27,0
7,28,0
7,29,1
7,30,1
7,31,1
7,32,1
7,33,1
7,34,1
7,35,1
7,36,1
7,37,1
7,38,1
7,39,0
7,40,1
7,41,1
7,42,1
7,43,1
7,44,0
7,45,1
7,46,1
7,47,1
7,48,1
7,49,1
7,50,1
7,51,1
7,52,0
7,53,0
7,54,1
7,55,1
8,1,1
8,2,1
8,3,1
8,4,1
8,5,1
8,6,0
8,7,1
8,8,1
8,9,1
8,10,0
8,11,1
8,12,1
8,13,0
8,14,1
8,15,1
8,16,1
8,17,1
8,18,1
8,19,1
8,20,1
8,21,1
8,22,0
8,23,1
8,24,1
8,25,1
8,26,1
8,27,0
8,28,1
8,29,0
8,30,1
8,31,1
8,32,1
8,33,1
8,34,1
8,35,1
8,36,1
8,37,1
8,38,1
8,39,1
8,40,1
8,41,1
8,42,1
8,43,0
8,44,1
8,45,1
8,46,0
8,47,1
8,48,0
8,49,1
8,50,1
8,51,1
8,52,0
8,53,0
8,54,1
8,55,0
9,1,1
9,2,1
9,3,1
9,4,0
9,5,1
9,6,0
9,7,1
9,8,0
9,9,1
9,10,1
9,11,1
9,12,1
9,13,1
9,14,1
9,15,1
9,16,0
9,17,1
9,18,0
9,19,1
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
9,25,1
9,26,0
9,27,1
9,28,0
9,29,1
9,30,1
9,31,0
9,32,1
9,33,1
9,34,1
9,35,0
9,36,0
9,37,1
9,38,0
9,39,0
9,40,1
9,41,1
9,42,1
9,43,1
9,44,0
9,45,1
9,46,0
9,47,1
9,48,1
9,49,0
9,50,0
9,51,1
9,52,0
9,53,1
9,54,0
9,55,0
10,1,1
10,2,1
10,3,0
10,4,1
10,5,1
10,6,1
10,7,1
10,8,1
10,9,1
10,10,0
10,11,0
10,12,1
10,13,1
10,14,1
10,15,1
10,16,0
10,17,1
10,18,1
10,19,1
10,20,1
10,21,1
10,22,0
10,23,1
10,24,0
10,25,1
10,26,1
10,27,0
10,28,0
10,29,1
10,30,1
10,31,1
10,32,1
10,33,1
10,34,1
10,35,1
10,36,1
10,37,1
10,38,1
10,39,1
10,40,0
10,41,1
10,42,1
10,43,0
10,44,1
10,45,1
10,46,1
10,47,1
10,48,1
10,49,1
10,50,1
10,51,1
10,52,1
10,53,1
10,54,0
10,55,1
11,1,1
11,2,1
11,3,1
11,4,1
11,5,0
11,6,1
11,7,1
11,8,1
11,9,1
11,10,1
11,11,1
11,12,1
11,13,0
11,14,1
11,15,1
11,16,1
11,17,1
11,18,1
11,19,1
11,20,1
11,21,1
11,22,1
11,23,1
11,24,1
11,25,1
11,26,1
11,27,1
11,28,0
11,29,0
11,30,1
11,31,1
11,32,1
11,33,1
11,34,1
11,35,1
11,36,1
11,37,1
11,38,0
11,39,1
11,40,1
11,41,1
11,42,0
11,43,1
11,44,0
11,45,1
11,46,1
11,47,1
11,48,1
11,49,1
11,50,1
11,51,1
11,52,1
11,53,1
11,54,1
11,55,0
12,1,1
12,2,1
12,3,1
12,4,0
12,5,1
12,6,1
12,7,1
12,8,1
12,9,1
12,10,0
12,11,1
12,12,1
12,13,0
12,14,1
12,15,1
12,16,1
12,17,1
12,18,1
12,19,1
12,20,1
12,21,1
12,22,0
12,23,1
12,24,1
12,25,1
12,26,0
12,27,0
12,28,1
12,29,0
12,30,1
12,31,0
12,32,1
12,33,1
12,34,1
12,35,0
12,36,1
12,37,0
12,38,0
12,39,1
12,40,1
12,41,0
12,42,0
12,43,1
12,44,1
12,45,0
12,46,0
12,47,1
12,48,1
12,49,0
12,50,0
12,51,0
12,52,0
12,53,0
12,54,1
12,55,0
13,1,1
13,2,0
13,3,1
13,4,1
13,5,0
13,6,1
13,7,1
13,8,1
13,9,1
13,10,1
13,11,1
13,12,1
13,13,1
13,14,1
13,15,1
13,16,1
13,17,1
13,18,1
13,19,1
13,20,1
13,21,1
13,22,1
13,23,1
13,24,1
13,25,1
13,26,0
13,27,0
13,28,0
13,29,0
13,30,1
13,31,0
13,32,1
13,33,1
13,34,1
13,35,1
13,36,1
13,37,0
13,38,1
13,39,0
13,40,1
13,41,1
13,42,1
13,43,0
13,44,1
13,45,0
13,46,0
13,47,0
13,48,0
13,49,1
13,50,1
13,51,1
13,52,1
13,53,1
13,54,1
13,55,1
14,1,1
14,2,1
14,3,1
14,4,1
14,5,1
14,6,1
14,7,1
14,8,1
14,9,1
14,10,1
14,11,1
14,12,1
14,13,0
14,14,1
14,15,1
14,16,1
14,17,1
14,18,1
14,19,1
14,20,1
14,21,1
14,22,1
14,23,1
14,24,1
14,25,1
14,26,1
14,27,1
14,28,1
14,29,1
14,30,1
14,31,1
14,32,1
14,33,1
14,34,1
14,35,1
14,36,0
14,37,1
14,38,1
14,39,1
14,40,1
14,41,1
14,42,1
14,43,1
14,44,1
14,45,1
14,46,1
14,47,1
14,48,1
14,49,1
14,50,1
14,51,1
14,52,1
14,53,1
14,54,1
14,55,1
15,1,1
15,2,1
15,3,0
15,4,1
15,5,1
15,6,1
15,7,1
15,8,1
15,9,1
15,10,0
15,11,0
15,12,0
15,13,0
15,14,1
15,15,1
15,16,1
15,17,1
15,18,1
15,19,1
15,20,1
15,21,1
15,22,0
15,23,1
15,24,1
15,25,1
15,26,1
15,27,1
15,28,1
15,29,1
15,30,1
15,31,1
15,32,1
15,33,1
15,34,1
15,35,1
15,36,1
15,37,1
15,38,0
15,39,1
15,40,1
15,41,0
15,42,1
15,43,1
15,44,1
15,45,1
15,46,1
15,47,0
15,48,0
15,49,0
15,50,1
15,51,1
15,52,1
15,53,1
15,54,1
15,55,1
16,1,1
16,2,1
16,3,1
16,4,1
16,5,0
16,6,0
16,7,0
16,8,1
16,9,1
16,10,1
16,11,1
16,12,1
16,13,0
16,14,1
16,15,0
16,16,0
16,17,1
16,18,1
16,19,1
16,20,1
16,21,1
16,22,0
16,23,1
16,24,1
16,25,1
16,26,1
16,27,1
16,28,0
16,29,0
16,30,1
16,31,1
16,32,1
16,33,1
16,34,0
16,35,1
16,36,0
16,37,0
16,38,1
16,39,0
16,40,1
16,41,1
16,42,1
16,43,1
16,44,1
16,45,1
16,46,1
16,47,1
16,48,1
16,49,0
16,50,1
16,51,0
16,52,0
16,53,0
16,54,1
16,55,1
17,1,1
17,2,1
17,3,1
17,4,1
17,5,0
17,6,1
17,7,0
17,8,1
17,9,1
17,10,1
17,11,1
17,12,1
17,13,1
17,14,0
17,15,1
17,16,0
17,17,1
17,18,1
17,19,1
17,20,0
17,21,1
17,22,0
17,23,1
17,24,0
17,25,1
17,26,1
17,27,0
17,28,0
17,29,0
17,30,1
17,31,0
17,32,0
17,33,1
17,34,1
17,35,0
17,36,0
17,37,1
17,38,1
17,39,1
17,40,0
17,41,1
17,42,0
17,43,0
17,44,0
17,45,1
17,46,0
17,47,0
17,48,1
17,49,1
17,50,1
17,51,1
17,52,0
17,53,1
17,54,1
17,55,1
18,1,1
18,2,1
18,3,1
18,4,1
18,5,1
18,6,1
18,7,1
18,8,1
18,9,1
18,10,1
18,11,1
18,12,1
18,13,1
18,14,1
18,15,1
18,16,1
18,17,1
18,18,1
18,19,1
18,20,1
18,21,1
18,22,1
18,23,1
18,24,1
18,25,1
18,26,1
18,27,1
18,28,0
18,29,1
18,30,1
18,31,1
18,32,1
18,33,1
18,34,1
18,35,0
18,36,1
18,37,1
18,38,1
18,39,1
18,40,1
18,41,1
18,42,1
18,43,1
18,44,1
18,45,1
18,46,1
18,47,1
18,48,1
18,49,1
18,50,1
18,51,1
18,52,1
18,53,1
18,54,1
18,55,1
19,1,1
19,2,1
19,3,1
19,4,1
19,5,1
19,6,1
19,7,1
19,8,1
19,9,1
19,10,0
19,11,1
19,12,1
19,13,1
19,14,1
19,15,1
19,16,1
19,17,1
19,18,1
19,19,1
19,20,1
19,21,1
19,22,1
19,23,1
19,24,1
19,25,1
19,26,0
19,27,1
19,28,0
19,29,1
19,30,1
19,31,1
19,32,1
19,33,1
19,34,1
19,35,1
19,36,1
19,37,1
19,38,1
19,39,1
19,40,1
19,41,1
19,42,1
19,43,0
19,44,1
19,45,1
19,46,1
19,47,1
19,48,1
19,49,1
19,50,1
19,51,1
19,52,1
19,53,1
19,54,1
19,55,1
20,1,1
20,2,1
20,3,1
20,4,1
20,5,1
20,6,1
20,7,1
20,8,1
20,9,1
20,10,1
20,11,1
20,12,1
20,13,1
20,14,1
20,15,0
20,16,1
20,17,1
20,18,1
20,19,1
20,20,1
20,21,1
20,22,0
20,23,1
20,24,1
20,25,1
20,26,1
20,27,1
20,28,1
20,29,1
20,30,1
20,31,1
20,32,0
20,33,1
20,34,1
20,35,1
20,36,1
20,37,0
20,38,1
20,39,0
20,40,1
20,41,1
20,42,1
20,43,0
20,44,1
20,45,1
20,46,1
20,47,1
20,48,1
20,49,1
20,50,0
20,51,0
20,52,1
20,53,1
20,54,1
20,55,1
21,1,1
21,2,1
21,3,1
21,4,1
21,5,1
21,6,0
21,7,1
21,8,1
21,9,1
21,10,1
21,11,0
21,12,1
21,13,0
21,14,1
21,15,1
21,16,1
21,17,1
21,18,1
21,19,1
21,20,1
21,21,1
21,22,1
21,23,1
21,24,1
21,25,0
21,26,1
21,27,1
21,28,1
21,29,1
21,30,1
21,31,0
21,32,0
21,33,1
21,34,1
21,35,1
21,36,1
21,37,1
21,38,0
21,39,0
21,40,1
21,41,1
21,42,1
21,43,0
21,44,1
21,45,1
21,46,0
21,47,1
21,48,1
21,49,1
21,50,0
21,51,1
21,52,0
21,53,0
21,54,0
21,55,1
22,1,1
22,2,1
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,1
22,9,0
22,10,1
22,11,1
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,1
22,18,1
22,19,0
22,20,0
22,21,0
22,22,1
22,23,1
22,24,0
22,25,0
22,26,1
22,27,0
22,28,0
22,29,0
22,30,1
22,31,0
22,32,0
22,33,1
22,34,1
22,35,0
22,36,0
22,37,0
22,38,0
22,39,0
22,40,0
22,41,0
22,42,0
22,43,0
22,44,0
22,45,1
22,46,0
22,47,1
22,48,0
22,49,0
22,50,0
22,51,1
22,52,0
22,53,0
22,54,1
22,55,0
23,1,1
23,2,1
23,3,0
23,4,1
23,5,1
23,6,1
23,7,0
23,8,1
23,9,1
23,10,1
23,11,0
23,12,0
23,13,0
23,14,1
23,15,1
23,16,1
23,17,1
23,18,0
23,19,1
23,20,0
23,21,1
23,22,1
23,23,1
23,24,1
23,25,0
23,26,1
23,27,0
23,28,0
23,29,1
23,30,1
23,31,1
23,32,1
23,33,0
23,34,1
23,35,1
23,36,1
23,37,1
23,38,0
23,39,0
23,40,1
23,41,1
23,42,0
23,43,0
23,44,0
23,45,0
23,46,0
23,47,1
23,48,1
23,49,1
23,50,1
23,51,0
23,52,1
23,53,1
23,54,1
23,55,0
24,1,1
24,2,1
24,3,1
24,4,1
24,5,0
24,6,0
24,7,0
24,8,1
24,9,1
24,10,1
24,11,1
24,12,1
24,13,0
24,14,1
24,15,1
24,16,1
24,17,0
24,18,1
24,19,1
24,20,1
24,21,0
24,22,0
24,23,1
24,24,1
24,25,1
24,26,0
24,27,0
24,28,0
24,29,0
24,30,1
24,31,0
24,32,0
24,33,1
24,34,0
24,35,0
24,36,0
24,37,1
24,38,1
24,39,1
24,40,1
24,41,0
24,42,1
24,43,1
24,44,1
24,45,1
24,46,1
24,47,0
24,48,1
24,49,1
24,50,0
24,51,1
24,52,0
24,53,1
24,54,0
24,55,1
25,1,0
25,2,1
25,3,1
25,4,1
25,5,1
25,6,0
25,7,0
25,8,1
25,9,1
25,10,1
25,11,1
25,12,1
25,13,0
25,14,1
25,15,1
25,16,1
25,17,1
25,18,1
25,19,1
25,20,0
25,21,1
25,22,1
25,23,1
25,24,1
25,25,1
25,26,0
25,27,1
25,28,1
25,29,1
25,30,1
25,31,1
25,32,1
25,33,1
25,34,1
25,35,1
25,36,1
25,37,1
25,38,1
25,39,1
25,40,1
25,41,1
25,42,0
25,43,1
25,44,1
25,45,0
25,46,1
25,47,1
25,48,1
25,49,0
25,50,1
25,51,0
25,52,0
25,53,1
25,54,1
25,55,1
26,1,1
26,2,1
26,3,1
26,4,1
26,5,1
26,6,1
26,7,1
26,8,1
26,9,1
26,10,1
26,11,1
26,12,1
26,13,1
26,14,1
26,15,1
26,16,1
26,17,1
26,18,1
26,19,1
26,20,1
26,21,1
26,22,1
26,23,1
26,24,1
26,25,1
26,26,1
26,27,1
26,28,1
26,29,1
26,30,1
26,31,1
26,32,1
26,33,1
26,34,1
26,35,1
26,36,1
26,37,1
26,38,1
26,39,1
26,40,1
26,41,1
26,42,1
26,43,1
26,44,1
26,45,1
26,46,1
26,47,1
26,48,1
26,49,1
26,50,1
26,51,1
26,52,1
26,53,1
26,54,1
26,55,1
27,1,1
27,2,0
27,3,1
27,4,1
27,5,1
27,6,1
27,7,0
27,8,1
27,9,1
27,10,0
27,11,0
27,12,1
27,13,0
27,14,1
27,15,1
27,16,1
27,17,1
27,18,0
27,19,1
27,20,1
27,21,1
27,22,1
27,23,0
27,24,0
27,25,0
27,26,1
27,27,0
27,28,1
27,29,1
27,30,1
27,31,1
27,32,1
27,33,1
27,34,0
27,35,0
27,36,1
27,37,1
27,38,0
27,39,1
27,40,1
27,41,0
27,42,1
27,43,1
27,44,0
27,45,1
27,46,0
27,47,1
27,48,1
27,49,1
27,50,0
27,51,1
27,52,1
27,53,0
27,54,1
27,55,0
28,1,1
28,2,1
28,3,0
28,4,1
28,5,1
28,6,1
28,7,1
28,8,1
28,9,1
28,10,1
28,11,1
28,12,1
28,13,1
28,14,1
28,15,0
28,16,1
28,17,1
28,18,1
28,19,1
28,20,1
28,21,1
28,22,1
28,23,1
28,24,1
28,25,1
28,26,1
28,27,1
28,28,1
28,29,1
28,30,1
28,31,1
28,32,1
28,33,1
28,34,1
28,35,1
28,36,0
28,37,1
28,38,1
28,39,1
28,40,1
28,41,1
28,42,1
28,43,1
28,44,1
28,45,1
28,46,1
28,47,1
28,48,1
28,49,1
28,50,0
28,51,1
28,52,1
28,53,0
28,54,1
28,55,1
29,1,1
29,2,1
29,3,1
29,4,1
29,5,1
29,6,1
29,7,0
29,8,1
29,9,1
29,10,1
29,11,1
29,12,1
29,13,1
29,14,1
29,15,1
29,16,1
29,17,1
29,18,1
29,19,1
29,20,1
29,21,1
29,22,1
29,23,1
29,24,1
29,25,1
29,26,1
29,27,1
29,28,1
29,29,1
29,30,1
29,31,1
29,32,1
29,33,1
29,34,1
29,35,0
29,36,1
29,37,1
29,38,1
29,39,1
29,40,1
29,41,1
29,42,1
29,43,1
29,44,1
29,45,1
29,46,0
29,47,1
29,48,1
29,49,1
29,50,1
29,51,1
29,52,1
29,53,1
29,54,1
29,55,1
30,1,1
30,2,1
30,3,1
30,4,1
30,5,1
30,6,0
30,7,1
30,8,1
30,9,1
30,10,1
30,11,1
30,12,1
30,13,1
30,14,1
30,15,1
30,16,1
30,17,1
30,18,1
30,19,1
30,20,1
30,21,1
30,22,1
30,23,1
30,24,1
30,25,1
30,26,0
30,27,1
30,28,1
30,29,1
30,30,1
30,31,0
30,32,1
30,33,1
30,34,1
30,35,1
30,36,1
30,37,1
30,38,1
30,39,1
30,40,1
30,41,1
30,42,0
30,43,1
30,44,1
30,45,1
30,46,1
30,47,1
30,48,0
30,49,1
30,50,1
30,51,1
30,52,1
30,53,1
30,54,1
30,55,1
31,1,1
31,2,1
31,3,1
31,4,1
31,5,1
31,6,1
31,7,1
31,8,1
31,9,1
31,10,1
31,11,1
31,12,0
31,13,1
31,14,1
31,15,1
31,16,1
31,17,1
31,18,1
31,19,1
31,20,1
31,21,1
31,22,1
31,23,1
31,24,1
31,25,1
31,26,1
31,27,0
31,28,1
31,29,0
31,30,1
31,31,0
31,32,1
31,33,0
31,34,1
31,35,1
31,36,1
31,37,1
31,38,1
31,39,1
31,40,1
31,41,1
31,42,1
31,43,1
31,44,0
31,45,1
31,46,1
31,47,1
31,48,1
31,49,1
31,50,1
31,51,1
31,52,1
31,53,1
31,54,1
31,55,1
32,1,1
32,2,1
32,3,1
32,4,1
32,5,1
32,6,1
32,7,0
32,8,1
32,9,1
32,10,1
32,11,1
32,12,1
32,13,1
32,14,1
32,15,1
32,16,1
32,17,1
32,18,1
32,19,1
32,20,1
32,21,1
32,22,1
32,23,1
32,24,1
32,25,1
32,26,1
32,27,0
32,28,1
32,29,1
32,30,1
32,31,1
32,32,1
32,33,1
32,34,1
32,35,1
32,36,1
32,37,1
32,38,1
32,39,1
32,40,1
32,41,1
32,42,1
32,43,1
32,44,1
32,45,1
32,46,1
32,47,1
32,48,1
32,49,1
32,50,1
32,51,1
32,52,1
32,53,1
32,54,1
32,55,1
33,1,1
33,2,1
33,3,1
33,4,1
33,5,1
33,6,0
33,7,1
33,8,1
33,9,1
33,10,1
33,11,1
33,12,1
33,13,1
33,14,0
33,15,1
33,16,1
33,17,1
33,18,1
33,19,1
33,20,1
33,21,1
33,22,1
33,23,0
33,24,1
33,25,1
33,26,1
33,27,0
33,28,1
33,29,1
33,30,1
33,31,1
33,32,1
33,33,1
33,34,1
33,35,1
33,36,1
33,37,1
33,38,1
33,39,1
33,40,1
33,41,1
33,42,1
33,43,1
33,44,1
33,45,1
33,46,1
33,47,1
33,48,1
33,49,0
33,50,1
33,51,1
33,52,1
33,53,1
33,54,1
33,55,1
34,1,0
34,2,1
34,3,1
34,4,1
34,5,1
34,6,1
34,7,1
34,8,1
34,9,1
34,10,1
34,11,1
34,12,1
34,13,1
34,14,1
34,15,1
34,16,1
34,17,1
34,18,1
34,19,1
34,20,1
34,21,1
34,22,1
34,23,0
34,24,1
34,25,1
34,26,1
34,27,1
34,28,0
34,29,1
34,30,1
34,31,1
34,32,1
34,33,1
34,34,1
34,35,1
34,36,1
34,37,1
34,38,0
34,39,1
34,40,1
34,41,1
34,42,1
34,43,1
34,44,0
34,45,1
34,46,1
34,47,1
34,48,1
34,49,1
34,50,1
34,51,1
34,52,1
34,53,0
34,54,1
34,55,1
35,1,1
35,2,1
35,3,1
35,4,1
35,5,1
35,6,1
35,7,1
35,8,1
35,9,1
35,10,0
35,11,1
35,12,1
35,13,1
35,14,1
35,15,1
35,16,1
35,17,1
35,18,1
35,19,1
35,20,0
35,21,1
35,22,1
35,23,1
35,24,1
35,25,1
35,26,1
35,27,1
35,28,1
35,29,1
35,30,1
35,31,1
35,32,1
35,33,1
35,34,1
35,35,1
35,36,1
35,37,1
35,38,1
35,39,1
35,40,1
35,41,1
35,42,0
35,43,1
35,44,1
35,45,1
35,46,1
35,47,1
35,48,1
35,49,1
35,50,1
35,51,1
35,52,1
35,53,1
35,54,1
35,55,1
36,1,1
36,2,0
36,3,1
36,4,1
36,5,1
36,6,1
36,7,0
36,8,1
36,9,1
36,10,1
36,11,1
36,12,1
36,13,1
36,14,1
36,15,1
36,16,0
36,17,1
36,18,1
36,19,1
36,20,0
36,21,1
36,22,0
36,23,1
36,24,0
36,25,1
36,26,1
36,27,0
36,28,0
36,29,1
36,30,1
36,31,1
36,32,1
36,33,1
36,34,1
36,35,1
36,36,0
36,37,1
36,38,1
36,39,0
36,40,1
36,41,1
36,42,1
36,43,0
36,44,0
36,45,1
36,46,0
36,47,1
36,48,0
36,49,1
36,50,1
36,51,0
36,52,0
36,53,0
36,54,1
36,55,1
37,1,1
37,2,1
37,3,1
37,4,1
37,5,1
37,6,1
37,7,1
37,8,0
37,9,1
37,10,0
37,11,0
37,12,1
37,13,1
37,14,0
37,15,0
37,16,1
37,17,0
37,18,0
37,19,1
37,20,1
37,21,1
37,22,1
37,23,1
37,24,0
37,25,1
37,26,1
37,27,1
37,28,0
37,29,0
37,30,1
37,31,0
37,32,1
37,33,1
37,34,1
37,35,1
37,36,1
37,37,1
37,38,1
37,39,0
37,40,1
37,41,1
37,42,1
37,43,0
37,44,0
37,45,1
37,46,1
37,47,1
37,48,1
37,49,0
37,50,1
37,51,0
37,52,0
37,53,1
37,54,1
37,55,0
38,1,0
38,2,1
38,3,0
38,4,0
38,5,0
38,6,1
38,7,1
38,8,1
38,9,1
38,10,0
38,11,1
38,12,1
38,13,0
38,14,1
38,15,1
38,16,1
38,17,0
38,18,1
38,19,1
38,20,0
38,21,1
38,22,1
38,23,1
38,24,0
38,25,0
38,26,0
38,27,0
38,28,0
38,29,0
38,30,1
38,31,0
38,32,1
38,33,1
38,34,1
38,35,0
38,36,1
38,37,1
38,38,1
38,39,1
38,40,1
38,41,1
38,42,1
38,43,0
38,44,0
38,45,0
38,46,1
38,47,0
38,48,1
38,49,0
38,50,1
38,51,1
38,52,0
38,53,1
38,54,0
38,55,1
39,1,1
39,2,1
39,3,1
39,4,1
39,5,1
39,6,1
39,7,1
39,8,1
39,9,1
39,10,1
39,11,1
39,12,0
39,13,1
39,14,1
39,15,1
39,16,1
39,17,1
39,18,0
39,19,1
39,20,1
39,21,1
39,22,1
39,23,1
39,24,0
39,25,0
39,26,1
39,27,0
39,28,1
39,29,0
39,30,1
39,31,1
39,32,1
39,33,1
39,34,1
39,35,1
39,36,1
39,37,1
39,38,0
39,39,1
39,40,1
39,41,1
39,42,1
39,43,0
39,44,1
39,45,1
39,46,1
39,47,1
39,48,1
39,49,1
39,50,1
39,51,1
39,52,1
39,53,1
39,54,1
39,55,1
40,1,0
40,2,1
40,3,1
40,4,1
40,5,1
40,6,1
40,7,1
40,8,0
40,9,1
40,10,0
40,11,1
40,12,1
40,13,1
40,14,1
40,15,1
40,16,1
40,17,1
40,18,1
40,19,1
40,20,0
40,21,1
40,22,0
40,23,1
40,24,0
40,25,1
40,26,0
40,27,0
40,28,0
40,29,0
40,30,0
40,31,1
40,32,1
40,33,1
40,34,1
40,35,1
40,36,1
40,37,1
40,38,1
40,39,1
40,40,1
40,41,0
40,42,0
40,43,0
40,44,1
40,45,1
40,46,1
40,47,1
40,48,1
40,49,1
40,50,1
40,51,0
40,52,0
40,53,0
40,54,0
40,55,1
41,1,1
41,2,0
41,3,0
41,4,0
41,5,0
41,6,0
41,7,0
41,8,0
41,9,1
41,10,0
41,11,1
41,12,0
41,13,0
41,14,1
41,15,0
41,16,1
41,17,1
41,18,0
41,19,1
41,20,0
41,21,1
41,22,0
41,23,0
41,24,0
41,25,1
41,26,0
41,27,0
41,28,0
41,29,1
41,30,1
41,31,1
41,32,1
41,33,1
41,34,1
41,35,0
41,36,1
41,37,1
41,38,1
41,39,0
41,40,1
41,41,1
41,42,0
41,43,0
41,44,0
41,45,1
41,46,0
41,47,0
41,48,1
41,49,0
41,50,1
41,51,1
41,52,0
41,53,1
41,54,1
41,55,0
42,1,1
42,2,1
42,3,1
42,4,1
42,5,0
42,6,1
42,7,1
42,8,1
42,9,1
42,10,1
42,11,1
42,12,1
42,13,1
42,14,0
42,15,1
42,16,1
42,17,1
42,18,1
42,19,1
42,20,0
42,21,1
42,22,1
42,23,1
42,24,1
42,25,1
42,26,1
42,27,1
42,28,1
42,29,1
42,30,1
42,31,1
42,32,1
42,33,1
42,34,1
42,35,1
42,36,1
42,37,1
42,38,1
42,39,1
42,40,1
42,41,1
42,42,1
42,43,0
42,44,1
42,45,1
42,46,1
42,47,1
42,48,1
42,49,1
42,50,0
42,51,1
42,52,1
42,53,1
42,54,1
42,55,1
43,1,1
43,2,1
43,3,0
43,4,0
43,5,1
43,6,1
43,7,0
43,8,1
43,9,1
43,10,1
43,11,0
43,12,0
43,13,0
43,14,0
43,15,1
43,16,1
43,17,1
